DSI,EIC,FLPDYR,MARS,XTOT,e00200,e00200p,e00200s,RECID
0,1,2018,2,3,28560,19992,8568,1910
0,2,2018,2,4,28560,19992,8568,1911
0,3,2018,2,5,28560,19992,8568,1912
0,0,2018,1,1,28680,28680,0,1913
0,1,2018,1,2,28680,28680,0,1914
0,2,2018,1,3,28680,28680,0,1915
0,3,2018,1,4,28680,28680,0,1916
0,0,2018,2,2,28680,20076,8604,1917
0,1,2018,2,3,28680,20076,8604,1918
0,2,2018,2,4,28680,20076,8604,1919
0,3,2018,2,5,28680,20076,8604,1920
0,0,2018,1,1,28800,28800,0,1921
0,1,2018,1,2,28800,28800,0,1922
0,2,2018,1,3,28800,28800,0,1923
0,3,2018,1,4,28800,28800,0,1924
0,0,2018,2,2,28800,20160,8640,1925
0,1,2018,2,3,28800,20160,8640,1926
0,2,2018,2,4,28800,20160,8640,1927
0,3,2018,2,5,28800,20160,8640,1928
0,0,2018,1,1,28920,28920,0,1929
0,1,2018,1,2,28920,28920,0,1930
0,2,2018,1,3,28920,28920,0,1931
0,3,2018,1,4,28920,28920,0,1932
0,0,2018,2,2,28920,20244,8676,1933
0,1,2018,2,3,28920,20244,8676,1934
0,2,2018,2,4,28920,20244,8676,1935
0,3,2018,2,5,28920,20244,8676,1936
0,0,2018,1,1,29040,29040,0,1937
0,1,2018,1,2,29040,29040,0,1938
0,2,2018,1,3,29040,29040,0,1939
0,3,2018,1,4,29040,29040,0,1940
0,0,2018,2,2,29040,20328,8712,1941
0,1,2018,2,3,29040,20328,8712,1942
0,2,2018,2,4,29040,20328,8712,1943
0,3,2018,2,5,29040,20328,8712,1944
0,0,2018,1,1,29160,29160,0,1945
0,1,2018,1,2,29160,29160,0,1946
0,2,2018,1,3,29160,29160,0,1947
0,3,2018,1,4,29160,29160,0,1948
0,0,2018,2,2,29160,20412,8748,1949
0,1,2018,2,3,29160,20412,8748,1950
0,2,2018,2,4,29160,20412,8748,1951
0,3,2018,2,5,29160,20412,8748,1952
0,0,2018,1,1,29280,29280,0,1953
0,1,2018,1,2,29280,29280,0,1954
0,2,2018,1,3,29280,29280,0,1955
0,3,2018,1,4,29280,29280,0,1956
0,0,2018,2,2,29280,20496,8784,1957
0,1,2018,2,3,29280,20496,8784,1958
0,2,2018,2,4,29280,20496,8784,1959
0,3,2018,2,5,29280,20496,8784,1960
0,0,2018,1,1,29400,29400,0,1961
0,1,2018,1,2,29400,29400,0,1962
0,2,2018,1,3,29400,29400,0,1963
0,3,2018,1,4,29400,29400,0,1964
0,0,2018,2,2,29400,20580,8820,1965
0,1,2018,2,3,29400,20580,8820,1966
0,2,2018,2,4,29400,20580,8820,1967
0,3,2018,2,5,29400,20580,8820,1968
0,0,2018,1,1,29520,29520,0,1969
0,1,2018,1,2,29520,29520,0,1970
0,2,2018,1,3,29520,29520,0,1971
0,3,2018,1,4,29520,29520,0,1972
0,0,2018,2,2,29520,20664,8856,1973
0,1,2018,2,3,29520,20664,8856,1974
0,2,2018,2,4,29520,20664,8856,1975
0,3,2018,2,5,29520,20664,8856,1976
0,0,2018,1,1,29640,29640,0,1977
0,1,2018,1,2,29640,29640,0,1978
0,2,2018,1,3,29640,29640,0,1979
0,3,2018,1,4,29640,29640,0,1980
0,0,2018,2,2,29640,20748,8892,1981
0,1,2018,2,3,29640,20748,8892,1982
0,2,2018,2,4,29640,20748,8892,1983
0,3,2018,2,5,29640,20748,8892,1984
0,0,2018,1,1,29760,29760,0,1985
0,1,2018,1,2,29760,29760,0,1986
0,2,2018,1,3,29760,29760,0,1987
0,3,2018,1,4,29760,29760,0,1988
0,0,2018,2,2,29760,20832,8928,1989
0,1,2018,2,3,29760,20832,8928,1990
0,2,2018,2,4,29760,20832,8928,1991
0,3,2018,2,5,29760,20832,8928,1992
0,0,2018,1,1,29880,29880,0,1993
0,1,2018,1,2,29880,29880,0,1994
0,2,2018,1,3,29880,29880,0,1995
0,3,2018,1,4,29880,29880,0,1996
0,0,2018,2,2,29880,20916,8964,1997
0,1,2018,2,3,29880,20916,8964,1998
0,2,2018,2,4,29880,20916,8964,1999
0,3,2018,2,5,29880,20916,8964,2000
0,0,2018,1,1,3e4,3e4,0,2001
0,1,2018,1,2,3e4,3e4,0,2002
0,2,2018,1,3,3e4,3e4,0,2003
0,3,2018,1,4,3e4,3e4,0,2004
0,0,2018,2,2,3e4,21e3,9e3,2005
0,1,2018,2,3,3e4,21e3,9e3,2006
0,2,2018,2,4,3e4,21e3,9e3,2007
0,3,2018,2,5,3e4,21e3,9e3,2008
0,0,2018,1,1,30120,30120,0,2009
0,1,2018,1,2,30120,30120,0,2010
0,2,2018,1,3,30120,30120,0,2011
0,3,2018,1,4,30120,30120,0,2012
0,0,2018,2,2,30120,21084,9036,2013
0,1,2018,2,3,30120,21084,9036,2014
0,2,2018,2,4,30120,21084,9036,2015
0,3,2018,2,5,30120,21084,9036,2016
0,0,2018,1,1,30240,30240,0,2017
0,1,2018,1,2,30240,30240,0,2018
0,2,2018,1,3,30240,30240,0,2019
0,3,2018,1,4,30240,30240,0,2020
0,0,2018,2,2,30240,21168,9072,2021
0,1,2018,2,3,30240,21168,9072,2022
0,2,2018,2,4,30240,21168,9072,2023
0,3,2018,2,5,30240,21168,9072,2024
0,0,2018,1,1,30360,30360,0,2025
0,1,2018,1,2,30360,30360,0,2026
0,2,2018,1,3,30360,30360,0,2027
0,3,2018,1,4,30360,30360,0,2028
0,0,2018,2,2,30360,21252,9108,2029
0,1,2018,2,3,30360,21252,9108,2030
0,2,2018,2,4,30360,21252,9108,2031
0,3,2018,2,5,30360,21252,9108,2032
0,0,2018,1,1,30480,30480,0,2033
0,1,2018,1,2,30480,30480,0,2034
0,2,2018,1,3,30480,30480,0,2035
0,3,2018,1,4,30480,30480,0,2036
0,0,2018,2,2,30480,21336,9144,2037
0,1,2018,2,3,30480,21336,9144,2038
0,2,2018,2,4,30480,21336,9144,2039
0,3,2018,2,5,30480,21336,9144,2040
0,0,2018,1,1,30600,30600,0,2041
0,1,2018,1,2,30600,30600,0,2042
0,2,2018,1,3,30600,30600,0,2043
0,3,2018,1,4,30600,30600,0,2044
0,0,2018,2,2,30600,21420,9180,2045
0,1,2018,2,3,30600,21420,9180,2046
0,2,2018,2,4,30600,21420,9180,2047
0,3,2018,2,5,30600,21420,9180,2048
0,0,2018,1,1,30720,30720,0,2049
0,1,2018,1,2,30720,30720,0,2050
0,2,2018,1,3,30720,30720,0,2051
0,3,2018,1,4,30720,30720,0,2052
0,0,2018,2,2,30720,21504,9216,2053
0,1,2018,2,3,30720,21504,9216,2054
0,2,2018,2,4,30720,21504,9216,2055
0,3,2018,2,5,30720,21504,9216,2056
0,0,2018,1,1,30840,30840,0,2057
0,1,2018,1,2,30840,30840,0,2058
0,2,2018,1,3,30840,30840,0,2059
0,3,2018,1,4,30840,30840,0,2060
0,0,2018,2,2,30840,21588,9252,2061
0,1,2018,2,3,30840,21588,9252,2062
0,2,2018,2,4,30840,21588,9252,2063
0,3,2018,2,5,30840,21588,9252,2064
0,0,2018,1,1,30960,30960,0,2065
0,1,2018,1,2,30960,30960,0,2066
0,2,2018,1,3,30960,30960,0,2067
0,3,2018,1,4,30960,30960,0,2068
0,0,2018,2,2,30960,21672,9288,2069
0,1,2018,2,3,30960,21672,9288,2070
0,2,2018,2,4,30960,21672,9288,2071
0,3,2018,2,5,30960,21672,9288,2072
0,0,2018,1,1,31080,31080,0,2073
0,1,2018,1,2,31080,31080,0,2074
0,2,2018,1,3,31080,31080,0,2075
0,3,2018,1,4,31080,31080,0,2076
0,0,2018,2,2,31080,21756,9324,2077
0,1,2018,2,3,31080,21756,9324,2078
0,2,2018,2,4,31080,21756,9324,2079
0,3,2018,2,5,31080,21756,9324,2080
0,0,2018,1,1,31200,31200,0,2081
0,1,2018,1,2,31200,31200,0,2082
0,2,2018,1,3,31200,31200,0,2083
0,3,2018,1,4,31200,31200,0,2084
0,0,2018,2,2,31200,21840,9360,2085
0,1,2018,2,3,31200,21840,9360,2086
0,2,2018,2,4,31200,21840,9360,2087
0,3,2018,2,5,31200,21840,9360,2088
0,0,2018,1,1,31320,31320,0,2089
0,1,2018,1,2,31320,31320,0,2090
0,2,2018,1,3,31320,31320,0,2091
0,3,2018,1,4,31320,31320,0,2092
0,0,2018,2,2,31320,21924,9396,2093
0,1,2018,2,3,31320,21924,9396,2094
0,2,2018,2,4,31320,21924,9396,2095
0,3,2018,2,5,31320,21924,9396,2096
0,0,2018,1,1,31440,31440,0,2097
0,1,2018,1,2,31440,31440,0,2098
0,2,2018,1,3,31440,31440,0,2099
0,3,2018,1,4,31440,31440,0,2100
0,0,2018,2,2,31440,22008,9432,2101
0,1,2018,2,3,31440,22008,9432,2102
0,2,2018,2,4,31440,22008,9432,2103
0,3,2018,2,5,31440,22008,9432,2104
0,0,2018,1,1,31560,31560,0,2105
0,1,2018,1,2,31560,31560,0,2106
0,2,2018,1,3,31560,31560,0,2107
0,3,2018,1,4,31560,31560,0,2108
0,0,2018,2,2,31560,22092,9468,2109
0,1,2018,2,3,31560,22092,9468,2110
0,2,2018,2,4,31560,22092,9468,2111
0,3,2018,2,5,31560,22092,9468,2112
0,0,2018,1,1,31680,31680,0,2113
0,1,2018,1,2,31680,31680,0,2114
0,2,2018,1,3,31680,31680,0,2115
0,3,2018,1,4,31680,31680,0,2116
0,0,2018,2,2,31680,22176,9504,2117
0,1,2018,2,3,31680,22176,9504,2118
0,2,2018,2,4,31680,22176,9504,2119
0,3,2018,2,5,31680,22176,9504,2120
0,0,2018,1,1,31800,31800,0,2121
0,1,2018,1,2,31800,31800,0,2122
0,2,2018,1,3,31800,31800,0,2123
0,3,2018,1,4,31800,31800,0,2124
0,0,2018,2,2,31800,22260,9540,2125
0,1,2018,2,3,31800,22260,9540,2126
0,2,2018,2,4,31800,22260,9540,2127
0,3,2018,2,5,31800,22260,9540,2128
0,0,2018,1,1,31920,31920,0,2129
0,1,2018,1,2,31920,31920,0,2130
0,2,2018,1,3,31920,31920,0,2131
0,3,2018,1,4,31920,31920,0,2132
0,0,2018,2,2,31920,22344,9576,2133
0,1,2018,2,3,31920,22344,9576,2134
0,2,2018,2,4,31920,22344,9576,2135
0,3,2018,2,5,31920,22344,9576,2136
0,0,2018,1,1,32040,32040,0,2137
0,1,2018,1,2,32040,32040,0,2138
0,2,2018,1,3,32040,32040,0,2139
0,3,2018,1,4,32040,32040,0,2140
0,0,2018,2,2,32040,22428,9612,2141
0,1,2018,2,3,32040,22428,9612,2142
0,2,2018,2,4,32040,22428,9612,2143
0,3,2018,2,5,32040,22428,9612,2144
0,0,2018,1,1,32160,32160,0,2145
0,1,2018,1,2,32160,32160,0,2146
0,2,2018,1,3,32160,32160,0,2147
0,3,2018,1,4,32160,32160,0,2148
0,0,2018,2,2,32160,22512,9648,2149
0,1,2018,2,3,32160,22512,9648,2150
0,2,2018,2,4,32160,22512,9648,2151
0,3,2018,2,5,32160,22512,9648,2152
0,0,2018,1,1,32280,32280,0,2153
0,1,2018,1,2,32280,32280,0,2154
0,2,2018,1,3,32280,32280,0,2155
0,3,2018,1,4,32280,32280,0,2156
0,0,2018,2,2,32280,22596,9684,2157
0,1,2018,2,3,32280,22596,9684,2158
0,2,2018,2,4,32280,22596,9684,2159
0,3,2018,2,5,32280,22596,9684,2160
0,0,2018,1,1,32400,32400,0,2161
0,1,2018,1,2,32400,32400,0,2162
0,2,2018,1,3,32400,32400,0,2163
0,3,2018,1,4,32400,32400,0,2164
0,0,2018,2,2,32400,22680,9720,2165
0,1,2018,2,3,32400,22680,9720,2166
0,2,2018,2,4,32400,22680,9720,2167
0,3,2018,2,5,32400,22680,9720,2168
0,0,2018,1,1,32520,32520,0,2169
0,1,2018,1,2,32520,32520,0,2170
0,2,2018,1,3,32520,32520,0,2171
0,3,2018,1,4,32520,32520,0,2172
0,0,2018,2,2,32520,22764,9756,2173
0,1,2018,2,3,32520,22764,9756,2174
0,2,2018,2,4,32520,22764,9756,2175
0,3,2018,2,5,32520,22764,9756,2176
0,0,2018,1,1,32640,32640,0,2177
0,1,2018,1,2,32640,32640,0,2178
0,2,2018,1,3,32640,32640,0,2179
0,3,2018,1,4,32640,32640,0,2180
0,0,2018,2,2,32640,22848,9792,2181
0,1,2018,2,3,32640,22848,9792,2182
0,2,2018,2,4,32640,22848,9792,2183
0,3,2018,2,5,32640,22848,9792,2184
0,0,2018,1,1,32760,32760,0,2185
0,1,2018,1,2,32760,32760,0,2186
0,2,2018,1,3,32760,32760,0,2187
0,3,2018,1,4,32760,32760,0,2188
0,0,2018,2,2,32760,22932,9828,2189
0,1,2018,2,3,32760,22932,9828,2190
0,2,2018,2,4,32760,22932,9828,2191
0,3,2018,2,5,32760,22932,9828,2192
0,0,2018,1,1,32880,32880,0,2193
0,1,2018,1,2,32880,32880,0,2194
0,2,2018,1,3,32880,32880,0,2195
0,3,2018,1,4,32880,32880,0,2196
0,0,2018,2,2,32880,23016,9864,2197
0,1,2018,2,3,32880,23016,9864,2198
0,2,2018,2,4,32880,23016,9864,2199
0,3,2018,2,5,32880,23016,9864,2200
0,0,2018,1,1,33e3,33e3,0,2201
0,1,2018,1,2,33e3,33e3,0,2202
0,2,2018,1,3,33e3,33e3,0,2203
0,3,2018,1,4,33e3,33e3,0,2204
0,0,2018,2,2,33e3,23100,9900,2205
0,1,2018,2,3,33e3,23100,9900,2206
0,2,2018,2,4,33e3,23100,9900,2207
0,3,2018,2,5,33e3,23100,9900,2208
0,0,2018,1,1,33120,33120,0,2209
0,1,2018,1,2,33120,33120,0,2210
0,2,2018,1,3,33120,33120,0,2211
0,3,2018,1,4,33120,33120,0,2212
0,0,2018,2,2,33120,23184,9936,2213
0,1,2018,2,3,33120,23184,9936,2214
0,2,2018,2,4,33120,23184,9936,2215
0,3,2018,2,5,33120,23184,9936,2216
0,0,2018,1,1,33240,33240,0,2217
0,1,2018,1,2,33240,33240,0,2218
0,2,2018,1,3,33240,33240,0,2219
0,3,2018,1,4,33240,33240,0,2220
0,0,2018,2,2,33240,23268,9972,2221
0,1,2018,2,3,33240,23268,9972,2222
0,2,2018,2,4,33240,23268,9972,2223
0,3,2018,2,5,33240,23268,9972,2224
0,0,2018,1,1,33360,33360,0,2225
0,1,2018,1,2,33360,33360,0,2226
0,2,2018,1,3,33360,33360,0,2227
0,3,2018,1,4,33360,33360,0,2228
0,0,2018,2,2,33360,23352,10008,2229
0,1,2018,2,3,33360,23352,10008,2230
0,2,2018,2,4,33360,23352,10008,2231
0,3,2018,2,5,33360,23352,10008,2232
0,0,2018,1,1,33480,33480,0,2233
0,1,2018,1,2,33480,33480,0,2234
0,2,2018,1,3,33480,33480,0,2235
0,3,2018,1,4,33480,33480,0,2236
0,0,2018,2,2,33480,23436,10044,2237
0,1,2018,2,3,33480,23436,10044,2238
0,2,2018,2,4,33480,23436,10044,2239
0,3,2018,2,5,33480,23436,10044,2240
0,0,2018,1,1,33600,33600,0,2241
0,1,2018,1,2,33600,33600,0,2242
0,2,2018,1,3,33600,33600,0,2243
0,3,2018,1,4,33600,33600,0,2244
0,0,2018,2,2,33600,23520,10080,2245
0,1,2018,2,3,33600,23520,10080,2246
0,2,2018,2,4,33600,23520,10080,2247
0,3,2018,2,5,33600,23520,10080,2248
0,0,2018,1,1,33720,33720,0,2249
0,1,2018,1,2,33720,33720,0,2250
0,2,2018,1,3,33720,33720,0,2251
0,3,2018,1,4,33720,33720,0,2252
0,0,2018,2,2,33720,23604,10116,2253
0,1,2018,2,3,33720,23604,10116,2254
0,2,2018,2,4,33720,23604,10116,2255
0,3,2018,2,5,33720,23604,10116,2256
0,0,2018,1,1,33840,33840,0,2257
0,1,2018,1,2,33840,33840,0,2258
0,2,2018,1,3,33840,33840,0,2259
0,3,2018,1,4,33840,33840,0,2260
0,0,2018,2,2,33840,23688,10152,2261
0,1,2018,2,3,33840,23688,10152,2262
0,2,2018,2,4,33840,23688,10152,2263
0,3,2018,2,5,33840,23688,10152,2264
0,0,2018,1,1,33960,33960,0,2265
0,1,2018,1,2,33960,33960,0,2266
0,2,2018,1,3,33960,33960,0,2267
0,3,2018,1,4,33960,33960,0,2268
0,0,2018,2,2,33960,23772,10188,2269
0,1,2018,2,3,33960,23772,10188,2270
0,2,2018,2,4,33960,23772,10188,2271
0,3,2018,2,5,33960,23772,10188,2272
0,0,2018,1,1,34080,34080,0,2273
0,1,2018,1,2,34080,34080,0,2274
0,2,2018,1,3,34080,34080,0,2275
0,3,2018,1,4,34080,34080,0,2276
0,0,2018,2,2,34080,23856,10224,2277
0,1,2018,2,3,34080,23856,10224,2278
0,2,2018,2,4,34080,23856,10224,2279
0,3,2018,2,5,34080,23856,10224,2280
0,0,2018,1,1,34200,34200,0,2281
0,1,2018,1,2,34200,34200,0,2282
0,2,2018,1,3,34200,34200,0,2283
0,3,2018,1,4,34200,34200,0,2284
0,0,2018,2,2,34200,23940,10260,2285
0,1,2018,2,3,34200,23940,10260,2286
0,2,2018,2,4,34200,23940,10260,2287
0,3,2018,2,5,34200,23940,10260,2288
0,0,2018,1,1,34320,34320,0,2289
0,1,2018,1,2,34320,34320,0,2290
0,2,2018,1,3,34320,34320,0,2291
0,3,2018,1,4,34320,34320,0,2292
0,0,2018,2,2,34320,24024,10296,2293
0,1,2018,2,3,34320,24024,10296,2294
0,2,2018,2,4,34320,24024,10296,2295
0,3,2018,2,5,34320,24024,10296,2296
0,0,2018,1,1,34440,34440,0,2297
0,1,2018,1,2,34440,34440,0,2298
0,2,2018,1,3,34440,34440,0,2299
0,3,2018,1,4,34440,34440,0,2300
0,0,2018,2,2,34440,24108,10332,2301
0,1,2018,2,3,34440,24108,10332,2302
0,2,2018,2,4,34440,24108,10332,2303
0,3,2018,2,5,34440,24108,10332,2304
0,0,2018,1,1,34560,34560,0,2305
0,1,2018,1,2,34560,34560,0,2306
0,2,2018,1,3,34560,34560,0,2307
0,3,2018,1,4,34560,34560,0,2308
0,0,2018,2,2,34560,24192,10368,2309
0,1,2018,2,3,34560,24192,10368,2310
0,2,2018,2,4,34560,24192,10368,2311
0,3,2018,2,5,34560,24192,10368,2312
0,0,2018,1,1,34680,34680,0,2313
0,1,2018,1,2,34680,34680,0,2314
0,2,2018,1,3,34680,34680,0,2315
0,3,2018,1,4,34680,34680,0,2316
0,0,2018,2,2,34680,24276,10404,2317
0,1,2018,2,3,34680,24276,10404,2318
0,2,2018,2,4,34680,24276,10404,2319
0,3,2018,2,5,34680,24276,10404,2320
0,0,2018,1,1,34800,34800,0,2321
0,1,2018,1,2,34800,34800,0,2322
0,2,2018,1,3,34800,34800,0,2323
0,3,2018,1,4,34800,34800,0,2324
0,0,2018,2,2,34800,24360,10440,2325
0,1,2018,2,3,34800,24360,10440,2326
0,2,2018,2,4,34800,24360,10440,2327
0,3,2018,2,5,34800,24360,10440,2328
0,0,2018,1,1,34920,34920,0,2329
0,1,2018,1,2,34920,34920,0,2330
0,2,2018,1,3,34920,34920,0,2331
0,3,2018,1,4,34920,34920,0,2332
0,0,2018,2,2,34920,24444,10476,2333
0,1,2018,2,3,34920,24444,10476,2334
0,2,2018,2,4,34920,24444,10476,2335
0,3,2018,2,5,34920,24444,10476,2336
0,0,2018,1,1,35040,35040,0,2337
0,1,2018,1,2,35040,35040,0,2338
0,2,2018,1,3,35040,35040,0,2339
0,3,2018,1,4,35040,35040,0,2340
0,0,2018,2,2,35040,24528,10512,2341
0,1,2018,2,3,35040,24528,10512,2342
0,2,2018,2,4,35040,24528,10512,2343
0,3,2018,2,5,35040,24528,10512,2344
0,0,2018,1,1,35160,35160,0,2345
0,1,2018,1,2,35160,35160,0,2346
0,2,2018,1,3,35160,35160,0,2347
0,3,2018,1,4,35160,35160,0,2348
0,0,2018,2,2,35160,24612,10548,2349
0,1,2018,2,3,35160,24612,10548,2350
0,2,2018,2,4,35160,24612,10548,2351
0,3,2018,2,5,35160,24612,10548,2352
0,0,2018,1,1,35280,35280,0,2353
0,1,2018,1,2,35280,35280,0,2354
0,2,2018,1,3,35280,35280,0,2355
0,3,2018,1,4,35280,35280,0,2356
0,0,2018,2,2,35280,24696,10584,2357
0,1,2018,2,3,35280,24696,10584,2358
0,2,2018,2,4,35280,24696,10584,2359
0,3,2018,2,5,35280,24696,10584,2360
0,0,2018,1,1,35400,35400,0,2361
0,1,2018,1,2,35400,35400,0,2362
0,2,2018,1,3,35400,35400,0,2363
0,3,2018,1,4,35400,35400,0,2364
0,0,2018,2,2,35400,24780,10620,2365
0,1,2018,2,3,35400,24780,10620,2366
0,2,2018,2,4,35400,24780,10620,2367
0,3,2018,2,5,35400,24780,10620,2368
0,0,2018,1,1,35520,35520,0,2369
0,1,2018,1,2,35520,35520,0,2370
0,2,2018,1,3,35520,35520,0,2371
0,3,2018,1,4,35520,35520,0,2372
0,0,2018,2,2,35520,24864,10656,2373
0,1,2018,2,3,35520,24864,10656,2374
0,2,2018,2,4,35520,24864,10656,2375
0,3,2018,2,5,35520,24864,10656,2376
0,0,2018,1,1,35640,35640,0,2377
0,1,2018,1,2,35640,35640,0,2378
0,2,2018,1,3,35640,35640,0,2379
0,3,2018,1,4,35640,35640,0,2380
0,0,2018,2,2,35640,24948,10692,2381
0,1,2018,2,3,35640,24948,10692,2382
0,2,2018,2,4,35640,24948,10692,2383
0,3,2018,2,5,35640,24948,10692,2384
0,0,2018,1,1,35760,35760,0,2385
0,1,2018,1,2,35760,35760,0,2386
0,2,2018,1,3,35760,35760,0,2387
0,3,2018,1,4,35760,35760,0,2388
0,0,2018,2,2,35760,25032,10728,2389
0,1,2018,2,3,35760,25032,10728,2390
0,2,2018,2,4,35760,25032,10728,2391
0,3,2018,2,5,35760,25032,10728,2392
0,0,2018,1,1,35880,35880,0,2393
0,1,2018,1,2,35880,35880,0,2394
0,2,2018,1,3,35880,35880,0,2395
0,3,2018,1,4,35880,35880,0,2396
0,0,2018,2,2,35880,25116,10764,2397
0,1,2018,2,3,35880,25116,10764,2398
0,2,2018,2,4,35880,25116,10764,2399
0,3,2018,2,5,35880,25116,10764,2400
0,0,2018,1,1,36e3,36e3,0,2401
0,1,2018,1,2,36e3,36e3,0,2402
0,2,2018,1,3,36e3,36e3,0,2403
0,3,2018,1,4,36e3,36e3,0,2404
0,0,2018,2,2,36e3,25200,10800,2405
0,1,2018,2,3,36e3,25200,10800,2406
0,2,2018,2,4,36e3,25200,10800,2407
0,3,2018,2,5,36e3,25200,10800,2408
0,0,2018,1,1,36120,36120,0,2409
0,1,2018,1,2,36120,36120,0,2410
0,2,2018,1,3,36120,36120,0,2411
0,3,2018,1,4,36120,36120,0,2412
0,0,2018,2,2,36120,25284,10836,2413
0,1,2018,2,3,36120,25284,10836,2414
0,2,2018,2,4,36120,25284,10836,2415
0,3,2018,2,5,36120,25284,10836,2416
0,0,2018,1,1,36240,36240,0,2417
0,1,2018,1,2,36240,36240,0,2418
0,2,2018,1,3,36240,36240,0,2419
0,3,2018,1,4,36240,36240,0,2420
0,0,2018,2,2,36240,25368,10872,2421
0,1,2018,2,3,36240,25368,10872,2422
0,2,2018,2,4,36240,25368,10872,2423
0,3,2018,2,5,36240,25368,10872,2424
0,0,2018,1,1,36360,36360,0,2425
0,1,2018,1,2,36360,36360,0,2426
0,2,2018,1,3,36360,36360,0,2427
0,3,2018,1,4,36360,36360,0,2428
0,0,2018,2,2,36360,25452,10908,2429
0,1,2018,2,3,36360,25452,10908,2430
0,2,2018,2,4,36360,25452,10908,2431
0,3,2018,2,5,36360,25452,10908,2432
0,0,2018,1,1,36480,36480,0,2433
0,1,2018,1,2,36480,36480,0,2434
0,2,2018,1,3,36480,36480,0,2435
0,3,2018,1,4,36480,36480,0,2436
0,0,2018,2,2,36480,25536,10944,2437
0,1,2018,2,3,36480,25536,10944,2438
0,2,2018,2,4,36480,25536,10944,2439
0,3,2018,2,5,36480,25536,10944,2440
0,0,2018,1,1,36600,36600,0,2441
0,1,2018,1,2,36600,36600,0,2442
0,2,2018,1,3,36600,36600,0,2443
0,3,2018,1,4,36600,36600,0,2444
0,0,2018,2,2,36600,25620,10980,2445
0,1,2018,2,3,36600,25620,10980,2446
0,2,2018,2,4,36600,25620,10980,2447
0,3,2018,2,5,36600,25620,10980,2448
0,0,2018,1,1,36720,36720,0,2449
0,1,2018,1,2,36720,36720,0,2450
0,2,2018,1,3,36720,36720,0,2451
0,3,2018,1,4,36720,36720,0,2452
0,0,2018,2,2,36720,25704,11016,2453
0,1,2018,2,3,36720,25704,11016,2454
0,2,2018,2,4,36720,25704,11016,2455
0,3,2018,2,5,36720,25704,11016,2456
0,0,2018,1,1,36840,36840,0,2457
0,1,2018,1,2,36840,36840,0,2458
0,2,2018,1,3,36840,36840,0,2459
0,3,2018,1,4,36840,36840,0,2460
0,0,2018,2,2,36840,25788,11052,2461
0,1,2018,2,3,36840,25788,11052,2462
0,2,2018,2,4,36840,25788,11052,2463
0,3,2018,2,5,36840,25788,11052,2464
0,0,2018,1,1,36960,36960,0,2465
0,1,2018,1,2,36960,36960,0,2466
0,2,2018,1,3,36960,36960,0,2467
0,3,2018,1,4,36960,36960,0,2468
0,0,2018,2,2,36960,25872,11088,2469
0,1,2018,2,3,36960,25872,11088,2470
0,2,2018,2,4,36960,25872,11088,2471
0,3,2018,2,5,36960,25872,11088,2472
0,0,2018,1,1,37080,37080,0,2473
0,1,2018,1,2,37080,37080,0,2474
0,2,2018,1,3,37080,37080,0,2475
0,3,2018,1,4,37080,37080,0,2476
0,0,2018,2,2,37080,25956,11124,2477
0,1,2018,2,3,37080,25956,11124,2478
0,2,2018,2,4,37080,25956,11124,2479
0,3,2018,2,5,37080,25956,11124,2480
0,0,2018,1,1,37200,37200,0,2481
0,1,2018,1,2,37200,37200,0,2482
0,2,2018,1,3,37200,37200,0,2483
0,3,2018,1,4,37200,37200,0,2484
0,0,2018,2,2,37200,26040,11160,2485
0,1,2018,2,3,37200,26040,11160,2486
0,2,2018,2,4,37200,26040,11160,2487
0,3,2018,2,5,37200,26040,11160,2488
0,0,2018,1,1,37320,37320,0,2489
0,1,2018,1,2,37320,37320,0,2490
0,2,2018,1,3,37320,37320,0,2491
0,3,2018,1,4,37320,37320,0,2492
0,0,2018,2,2,37320,26124,11196,2493
0,1,2018,2,3,37320,26124,11196,2494
0,2,2018,2,4,37320,26124,11196,2495
0,3,2018,2,5,37320,26124,11196,2496
0,0,2018,1,1,37440,37440,0,2497
0,1,2018,1,2,37440,37440,0,2498
0,2,2018,1,3,37440,37440,0,2499
0,3,2018,1,4,37440,37440,0,2500
0,0,2018,2,2,37440,26208,11232,2501
0,1,2018,2,3,37440,26208,11232,2502
0,2,2018,2,4,37440,26208,11232,2503
0,3,2018,2,5,37440,26208,11232,2504
0,0,2018,1,1,37560,37560,0,2505
0,1,2018,1,2,37560,37560,0,2506
0,2,2018,1,3,37560,37560,0,2507
0,3,2018,1,4,37560,37560,0,2508
0,0,2018,2,2,37560,26292,11268,2509
0,1,2018,2,3,37560,26292,11268,2510
0,2,2018,2,4,37560,26292,11268,2511
0,3,2018,2,5,37560,26292,11268,2512
0,0,2018,1,1,37680,37680,0,2513
0,1,2018,1,2,37680,37680,0,2514
0,2,2018,1,3,37680,37680,0,2515
0,3,2018,1,4,37680,37680,0,2516
0,0,2018,2,2,37680,26376,11304,2517
0,1,2018,2,3,37680,26376,11304,2518
0,2,2018,2,4,37680,26376,11304,2519
0,3,2018,2,5,37680,26376,11304,2520
0,0,2018,1,1,37800,37800,0,2521
0,1,2018,1,2,37800,37800,0,2522
0,2,2018,1,3,37800,37800,0,2523
0,3,2018,1,4,37800,37800,0,2524
0,0,2018,2,2,37800,26460,11340,2525
0,1,2018,2,3,37800,26460,11340,2526
0,2,2018,2,4,37800,26460,11340,2527
